"","X","Name","Location","Year","Kilometers_Driven","Owner_Type","Mileage","Engine","Power","Seats","New_Price","Price","Fuel_TypeDiesel","Fuel_TypePetrol","TransmissionAutomatic","TransmissionManual","Age","Annual_Value_Loss"
"3425",3536,"Honda City V MT","Kochi",2018,11966,"First",16.8,1497,116.3,5,20.9168341708543,10.28,0,1,0,1,6,1.77280569514238
"3426",3537,"Honda Jazz V","Hyderabad",2015,37000,"First",18.2,1199,88.7,5,8.79,6.3,0,1,0,1,9,0.276666666666667
"3427",3538,"Volkswagen Polo 1.5 TDI Highline","Chennai",2014,70920,"First",20.14,1498,88.8,5,20.9168341708543,4.75,1,0,0,1,10,1.61668341708543
"3428",3539,"Nissan Terrano XL D Option","Hyderabad",2013,65280,"First",19.87,1461,83.14,5,14.72,5.8,1,0,0,1,11,0.810909090909091
"3429",3540,"Land Rover Discovery Sport SD4 HSE Luxury 7S","Hyderabad",2016,62000,"First",12.51,2179,187.7,7,20.9168341708543,44.5,1,0,1,0,8,-2.94789572864322
"3430",3541,"Hyundai i20 Magna Optional 1.2","Kochi",2014,44525,"First",18.5,1197,82.9,5,20.9168341708543,4.65,0,1,0,1,10,1.62668341708543
"3431",3542,"Honda City 1.5 E MT","Jaipur",2009,86863,"First",17,1497,118,5,20.9168341708543,3.6,0,1,0,1,15,1.15445561139028
"3432",3543,"Mahindra XUV500 W10 AWD","Hyderabad",2015,102626,"First",16,2179,140,7,20.9168341708543,12.25,1,0,0,1,9,0.962981574539364
"3433",3544,"Jeep Compass 2.0 Limited Option 4X4","Jaipur",2017,45000,"First",16.3,1956,170,5,25.54,20,1,0,0,1,7,0.791428571428571
"3434",3545,"Mahindra XUV500 W10 AWD","Jaipur",2017,22000,"First",16,2179,140,7,20.9168341708543,16,1,0,0,1,7,0.70240488155061
"3435",3546,"Mahindra Scorpio VLX 4WD AIRBAG AT BSIV","Coimbatore",2011,108905,"Second",11.79,2179,120,8,20.9168341708543,6.21,1,0,1,0,13,1.13129493621956
"3436",3547,"Datsun GO Plus T","Kolkata",2016,12800,"First",19.44,1198,67,7,20.9168341708543,3.25,0,1,0,1,8,2.20835427135678
"3437",3548,"Mahindra Scorpio S6 Plus 7 Seater","Kolkata",2016,32000,"First",15.4,2179,120,7,20.9168341708543,9.75,1,0,0,1,8,1.39585427135678
"3438",3549,"Honda Amaze S AT i-Vtech","Mumbai",2014,39000,"First",15.5,1198,86.7,5,20.9168341708543,4.45,0,1,1,0,10,1.64668341708543
"3439",3550,"Honda City i-DTEC ZX","Pune",2017,42000,"First",25.6,1498,98.6,5,16.84,12,1,0,0,1,7,0.691428571428571
"3440",3551,"Tata Indigo GLE","Chennai",2008,73000,"First",14.4,1396,65,5,20.9168341708543,0.8,0,1,0,1,16,1.25730213567839
"3441",3552,"Hyundai Grand i10 1.2 CRDi Sportz","Chennai",2018,48000,"First",24,1186,73.97,5,8.28,5.95,1,0,0,1,6,0.388333333333333
"3442",3554,"Hyundai Verna 1.4 CX VTVT","Kolkata",2014,19000,"First",17.43,1396,105.5,5,20.9168341708543,5.25,0,1,0,1,10,1.56668341708543
"3443",3555,"Toyota Innova Crysta 2.4 VX MT","Coimbatore",2019,33598,"First",13.68,2393,147.8,7,23.94,22.2,1,0,0,1,5,0.348
"3444",3556,"BMW X1 sDrive20d","Jaipur",2012,63000,"First",17.05,1995,184,5,20.9168341708543,13.5,1,0,1,0,12,0.618069514237856
"3445",3557,"Volkswagen Jetta 2013-2015 2.0L TDI Highline AT","Chennai",2015,48000,"First",16.96,1968,138.03,5,20.9168341708543,13.5,1,0,1,0,9,0.824092685650475
"3446",3558,"Ford Figo Diesel ZXI","Delhi",2014,66000,"First",20,1399,68.05,5,20.9168341708543,3.47,1,0,0,1,10,1.74468341708543
"3447",3559,"Mahindra Ssangyong Rexton RX7","Ahmedabad",2013,80000,"Second",11.18,2696,184,7,20.9168341708543,9.5,1,0,1,0,11,1.03789401553221
"3448",3560,"Volkswagen Vento Petrol Highline","Chennai",2011,37000,"First",15.04,1598,103.6,5,20.9168341708543,4.8,0,1,0,1,13,1.2397564746811
"3449",3561,"Skoda Rapid 1.6 MPI Ambition With Alloy Wheel","Kochi",2016,35058,"First",15,1598,103.52,5,20.9168341708543,6.54,0,1,0,1,8,1.79710427135678
"3450",3562,"Volkswagen Polo Petrol Comfortline 1.2L","Delhi",2012,52000,"First",16.47,1198,73.9,5,20.9168341708543,3.1,0,1,0,1,12,1.48473618090452
"3451",3563,"Maruti S Cross DDiS 200 Delta","Hyderabad",2015,61313,"First",23.65,1248,88.5,5,20.9168341708543,7.99,1,0,0,1,9,1.4363149078727
"3452",3564,"Toyota Corolla Altis G","Kolkata",2009,45000,"Second",14.53,1798,138.1,5,20.9168341708543,3.3,0,1,0,1,15,1.17445561139028
"3453",3565,"Maruti Ertiga ZDI","Bangalore",2015,74000,"First",20.77,1248,88.8,7,20.9168341708543,8.75,1,0,0,1,9,1.35187046342825
"3454",3566,"Hyundai i10 Asta Sunroof AT","Hyderabad",2013,89000,"First",19.2,1197,80,5,20.9168341708543,4.19,0,1,1,0,11,1.52062128825948
"3455",3567,"Mercedes-Benz CLA 200 CDI Sport","Kochi",2019,13414,"First",17.9,2143,136,5,43.07,30.77,1,0,1,0,5,2.46
"3456",3568,"Honda City ZX VTEC","Jaipur",2006,95000,"Second",16.9,1497,100,5,20.9168341708543,2.11,0,1,0,1,18,1.04482412060302
"3457",3569,"Mahindra KUV 100 G80 K8","Jaipur",2018,15900,"First",18.15,1198,82,6,7.88,6.25,0,1,0,1,6,0.271666666666667
"3458",3570,"Toyota Fortuner 3.0 Diesel","Delhi",2011,151000,"First",11.5,2982,171,7,20.9168341708543,11.4,1,0,0,1,13,0.73206416698879
"3459",3571,"Honda City 1.5 V MT","Bangalore",2011,65000,"First",17,1497,118,5,20.9168341708543,5.2,0,1,0,1,13,1.20898724391187
"3460",3572,"Audi A6 35 TDI Matrix","Coimbatore",2017,36824,"First",18.53,1968,187.74,5,69.37,39.84,1,0,1,0,7,4.21857142857143
"3461",3573,"Ford Figo Diesel ZXI","Coimbatore",2013,65287,"First",20,1399,68.05,5,20.9168341708543,4.45,1,0,0,1,11,1.49698492462312
"3462",3574,"Mercedes-Benz GLA Class 200 CDI","Kolkata",2014,52000,"First",17.9,2143,136,5,20.9168341708543,19.5,1,0,1,0,10,0.141683417085427
"3463",3575,"Chevrolet Aveo U-VA 1.2 LS","Hyderabad",2007,33000,"First",15.26,1150,74.9,5,20.9168341708543,1.75,0,1,0,1,17,1.12746083357966
"3464",3576,"Ford Figo 2015-2019 1.5D Titanium MT","Hyderabad",2016,71000,"First",25.83,1498,99,5,20.9168341708543,5.1,1,0,0,1,8,1.97710427135678
"3465",3577,"Hyundai Elantra CRDi SX AT","Delhi",2013,71000,"First",22.7,1582,126.2,5,20.9168341708543,6.8,1,0,1,0,11,1.28334856098675
"3466",3578,"Maruti Baleno Zeta CVT","Kolkata",2016,20000,"First",21.4,1197,83.1,5,9.04,5.74,0,1,1,0,8,0.4125
"3467",3579,"Maruti Swift LXi BSIV","Hyderabad",2010,71000,"First",16.1,1197,85,5,20.9168341708543,3.3,0,1,0,1,14,1.25834529791816
"3468",3580,"Mercedes-Benz CLS-Class 2006-2010 350 CDI","Hyderabad",2010,29000,"First",9.9,3498,271.72,4,20.9168341708543,32,1,0,1,0,14,-0.791654702081838
"3469",3581,"BMW 3 Series Luxury Line","Ahmedabad",2016,27000,"First",21.76,1995,190,5,55.07,35,1,0,1,0,8,2.50875
"3470",3582,"Maruti Dzire AMT ZDI Plus","Chennai",2017,19000,"First",28.4,1248,73.75,5,10.97,8.9,1,0,1,0,7,0.295714285714286
"3471",3583,"Hyundai Verna 1.6 SX VTVT","Mumbai",2011,58000,"Second",17.01,1591,121.3,5,20.9168341708543,4,0,1,0,1,13,1.30129493621956
"3472",3584,"Jeep Compass 2.0 Longitude","Kochi",2018,42203,"First",17.1,1956,170,5,21.72,19.46,1,0,0,1,6,0.376666666666666
"3473",3585,"Hyundai Sonata Embera 2.0L CRDi AT","Hyderabad",2009,94000,"First",11.4,1991,142,5,20.9168341708543,5.25,1,0,1,0,15,1.04445561139028
"3474",3587,"Tata Nexon 1.5 Revotorq XZ Plus Dual Tone","Kolkata",2018,4900,"First",21.5,1497,108.5,5,11.47,9.22,1,0,0,1,6,0.375
"3475",3588,"Hyundai EON Era Plus","Jaipur",2013,70000,"First",21.1,814,55.2,5,20.9168341708543,1.8,0,1,0,1,11,1.73789401553221
"3476",3590,"BMW 5 Series 2013-2017 530d M Sport","Kochi",2015,65266,"First",14.69,2993,258,5,20.9168341708543,31.75,1,0,1,0,9,-1.2036850921273
"3477",3591,"Maruti Ertiga VDI","Delhi",2014,54569,"First",20.77,1248,88.76,7,20.9168341708543,5.99,1,0,0,1,10,1.49268341708543
"3478",3592,"Honda Amaze E i-Vtech","Kochi",2015,51361,"First",18,1198,86.7,5,20.9168341708543,4.94,0,1,0,1,9,1.77520379676159
"3479",3593,"Ford Fiesta 1.4 Duratec ZXI","Jaipur",2007,125000,"Third",16.6,1388,68,5,20.9168341708543,1.5,0,1,0,1,17,1.1421667159326
"3480",3594,"Honda Civic 2006-2010 1.8 V MT","Bangalore",2008,66000,"Third",13.5,1799,130,5,20.9168341708543,3.25,0,1,0,1,16,1.10417713567839
"3481",3596,"Maruti Ertiga ZDI","Delhi",2014,22281,"First",20.77,1248,88.8,7,20.9168341708543,6.5,1,0,0,1,10,1.44168341708543
"3482",3597,"Hyundai Grand i10 CRDi Sportz","Delhi",2013,63210,"First",24,1120,70,5,20.9168341708543,3.71,1,0,0,1,11,1.56425765189584
"3483",3598,"Hyundai Xcent 1.2 VTVT E Plus","Pune",2018,31000,"First",20.14,1197,81.86,5,20.9168341708543,5,0,1,0,1,6,2.65280569514238
"3484",3599,"Hyundai i10 Era","Ahmedabad",2008,60000,"First",19.81,1086,68.05,5,20.9168341708543,1.99,0,1,0,1,16,1.18292713567839
"3485",3600,"Honda Amaze S i-Vtech","Mumbai",2017,32006,"First",18,1198,86.7,5,20.9168341708543,4.25,0,1,0,1,7,2.38097631012204
"3486",3601,"Audi A6 2.7 TDI","Ahmedabad",2009,78000,"First",12.4,2698,179.5,5,20.9168341708543,8,1,0,1,0,15,0.861122278056952
"3487",3602,"Hyundai i10 Magna 1.2 iTech SE","Mumbai",2011,9489,"First",20.36,1197,78.9,5,20.9168341708543,2.95,0,1,0,1,13,1.38206416698879
"3488",3603,"Renault KWID RXT Optional","Pune",2018,5000,"First",25.17,799,53.3,5,4.9,3.5,0,1,0,1,6,0.233333333333333
"3489",3604,"Audi A4 New 2.0 TDI Multitronic","Jaipur",2012,60000,"Second",15.2,1968,140.8,5,20.9168341708543,16,1,0,1,0,12,0.409736180904523
"3490",3605,"Maruti Alto 800 LXI Airbag","Jaipur",2015,50000,"First",22.74,796,47.3,5,20.9168341708543,2.75,0,1,0,1,9,2.01853713009492
"3491",3606,"Honda City i VTEC VX Option","Delhi",2015,53000,"First",17.8,1497,117.3,5,20.9168341708543,6.95,0,1,0,1,9,1.55187046342825
"3492",3607,"Mercedes-Benz New C-Class C250 Avantgarde","Delhi",2011,64000,"Second",11.74,1796,186,5,20.9168341708543,12.5,0,1,1,0,13,0.647448782373406
"3493",3608,"Audi Q5 3.0 TDI Quattro Technology","Coimbatore",2017,43827,"First",13.22,2967,241.4,5,20.9168341708543,36.83,1,0,1,0,7,-2.27330940416368
"3494",3609,"Volkswagen Polo 1.2 MPI Comfortline","Pune",2011,36431,"First",16.2,1199,74,5,20.9168341708543,2.7,0,1,0,1,13,1.40129493621956
"3495",3610,"Hyundai Creta 1.4 E Plus Diesel","Mumbai",2017,35000,"First",21.38,1396,88.7,5,20.9168341708543,9.9,1,0,0,1,7,1.57383345297918
"3496",3611,"Honda City 1.5 V MT","Kochi",2011,94832,"First",17,1497,118,5,20.9168341708543,3.83,0,1,0,1,13,1.31437185929648
"3497",3612,"Honda City 1.5 S MT","Coimbatore",2012,88381,"First",17,1497,118,5,20.9168341708543,5.25,0,1,0,1,12,1.30556951423786
"3498",3613,"Maruti S Cross DDiS 320 Alpha","Kolkata",2016,45194,"First",22.7,1598,118,5,20.9168341708543,7.75,1,0,0,1,8,1.64585427135678
"3499",3614,"Maruti SX4 Vxi BSIV","Mumbai",2010,66000,"Second",16.51,1586,103.2,5,20.9168341708543,2.46,0,1,0,1,14,1.31834529791816
"3500",3615,"Maruti Swift Dzire VDI","Kolkata",2014,38578,"First",23.4,1248,74,5,20.9168341708543,3.96,1,0,0,1,10,1.69568341708543
"3501",3616,"Maruti Ertiga ZDI","Chennai",2015,40000,"First",20.77,1248,88.8,7,20.9168341708543,8.25,1,0,0,1,9,1.40742601898381
"3502",3617,"Hyundai i20 1.2 Spotz","Coimbatore",2018,20632,"First",18.6,1197,81.83,5,20.9168341708543,7.58,0,1,0,1,6,2.22280569514238
"3503",3618,"Hyundai Grand i10 CRDi Magna","Hyderabad",2014,73042,"First",24,1120,70,5,20.9168341708543,3.99,1,0,0,1,10,1.69268341708543
"3504",3619,"Honda City i VTEC SV","Delhi",2014,54257,"First",17.4,1497,117.3,5,20.9168341708543,6.25,0,1,0,1,10,1.46668341708543
"3505",3620,"Skoda Rapid 1.6 TDI Elegance","Hyderabad",2013,93000,"First",20.5,1598,103.5,5,20.9168341708543,5,1,0,0,1,11,1.44698492462312
"3506",3621,"Mercedes-Benz E-Class E270 CDI","Hyderabad",2005,102000,"Second",11,2987,198.5,5,20.9168341708543,4.65,1,0,1,0,19,0.856149166887067
"3507",3622,"Hyundai Santa Fe 4WD AT","Coimbatore",2016,28881,"First",13.01,2199,194.3,7,20.9168341708543,21.37,1,0,1,0,8,-0.056645728643216
"3508",3623,"Maruti Alto LXi","Hyderabad",2007,52195,"First",19.7,796,46.3,5,20.9168341708543,1.75,0,1,0,1,17,1.12746083357966
"3509",3624,"ISUZU D-MAX V-Cross 4X4","Coimbatore",2018,20422,"First",12.4,2499,134,5,20.9168341708543,16.09,1,0,0,1,6,0.804472361809045
"3510",3625,"Hyundai Verna 1.4 CRDi GL","Kolkata",2012,38000,"First",24.8,1396,88.7,5,20.9168341708543,4.1,1,0,0,1,12,1.40140284757119
"3511",3626,"Ford Figo Diesel ZXI","Coimbatore",2015,92885,"First",20,1399,68,5,20.9168341708543,3.56,1,0,0,1,9,1.92853713009492
"3512",3627,"Honda City 1.5 S MT","Pune",2010,43000,"Second",17,1497,118,5,20.9168341708543,4.21,0,1,0,1,14,1.19334529791816
"3513",3629,"Hyundai Verna 1.6 CRDi S","Delhi",2015,57000,"First",23.9,1582,126.2,5,20.9168341708543,6.6,1,0,0,1,9,1.59075935231714
"3514",3630,"Hyundai Creta 1.6 SX Plus Petrol Automatic","Coimbatore",2018,32434,"First",13,1591,121.3,5,20.9168341708543,14.35,0,1,1,0,6,1.09447236180905
"3515",3631,"Ford Ecosport 1.5 DV5 MT Titanium","Hyderabad",2017,32000,"First",22.7,1498,89.84,5,20.9168341708543,9.5,1,0,0,1,7,1.63097631012204
"3516",3632,"BMW X6 xDrive30d","Delhi",2011,59000,"First",11.2,2993,241,4,20.9168341708543,21.9,1,0,1,0,13,-0.0756281407035174
"3517",3633,"BMW 5 Series 2013-2017 520d Luxury Line","Coimbatore",2016,76467,"First",18.12,1995,190,5,20.9168341708543,30.45,1,0,1,0,8,-1.19164572864322
"3518",3634,"Ford Figo Aspire 1.5 TDCi Ambiente","Hyderabad",2016,100000,"First",25.83,1498,99,5,20.9168341708543,5.1,1,0,0,1,8,1.97710427135678
"3519",3635,"Hyundai Verna VTVT 1.6 AT EX","Pune",2013,37086,"First",17,1591,121.3,5,20.9168341708543,5.44,0,1,1,0,11,1.40698492462312
"3520",3636,"Ford Ikon 1.4 TDCi DuraTorq","Jaipur",2010,135000,"First",13.8,1399,68,5,20.9168341708543,1.6,1,0,0,1,14,1.37977386934673
"3521",3637,"Audi A6 2011-2015 2.0 TDI","Kochi",2014,54862,"First",17.68,1968,174.33,5,20.9168341708543,16.67,1,0,1,0,10,0.424683417085427
"3522",3639,"Hyundai i20 2015-2017 Sportz AT 1.4","Pune",2012,56200,"First",15,1396,98.6,5,20.9168341708543,3.85,0,1,1,0,12,1.42223618090452
"3523",3640,"Toyota Fortuner 2.8 4WD MT","Kochi",2011,169006,"First",14.24,2755,174.5,7,36.69,10.64,1,0,0,1,13,2.00384615384615
"3524",3641,"Renault KWID RXT","Bangalore",2016,20229,"First",25.17,799,53.3,5,20.9168341708543,3.5,0,1,0,1,8,2.17710427135678
"3525",3642,"Chevrolet Spark 1.0 LT","Chennai",2008,62000,"Third",18,995,62,5,20.9168341708543,1.1,0,1,0,1,16,1.23855213567839
"3526",3643,"Hyundai Verna Transform VTVT","Hyderabad",2011,51500,"Second",16.2,1599,103.2,5,20.9168341708543,2.6,0,1,0,1,13,1.40898724391187
"3527",3644,"BMW 3 Series 320d Sport Line","Hyderabad",2012,69000,"First",18.88,1995,184,5,20.9168341708543,18.5,1,0,1,0,12,0.201402847571189
"3528",3646,"Maruti Swift Dzire VDI","Hyderabad",2015,62476,"First",26.59,1248,74,5,20.9168341708543,7.95,1,0,0,1,9,1.44075935231714
"3529",3647,"Hyundai Xcent 1.2 CRDi E Plus","Jaipur",2017,60500,"First",25.4,1186,73.97,5,20.9168341708543,5.49,1,0,0,1,7,2.20383345297918
"3530",3648,"Honda Jazz V CVT","Mumbai",2017,17978,"First",19,1199,88.7,5,10.1,6.95,0,1,1,0,7,0.45
"3531",3649,"Tata Indigo LS","Jaipur",2008,300000,"First",17,1405,70,5,20.9168341708543,1,1,0,0,1,16,1.24480213567839
"3532",3650,"Ford Fiesta Classic 1.4 Duratorq CLXI","Chennai",2013,123000,"Second",17.8,1399,67,5,20.9168341708543,4.45,1,0,0,1,11,1.49698492462312
"3533",3651,"Maruti S-Cross Alpha DDiS 200 SH","Kolkata",2016,45296,"First",25.1,1248,88.5,5,12.53,6.99,1,0,0,1,8,0.6925
"3534",3652,"Maruti SX4 Zxi with Leather BSIII","Coimbatore",2008,77325,"First",15.6,1586,104.68,5,20.9168341708543,3.51,0,1,0,1,16,1.08792713567839
"3535",3653,"Maruti Baleno Zeta Automatic","Kochi",2018,25858,"First",21.4,1197,83.1,5,20.9168341708543,7.54,0,1,1,0,6,2.22947236180905
"3536",3654,"Maruti Ritz LDi","Bangalore",2016,120000,"First",23.2,1248,73.94,5,20.9168341708543,3.65,1,0,0,1,8,2.15835427135678
"3537",3655,"Hyundai Elantra CRDi SX AT","Ahmedabad",2016,22000,"First",19.5,1582,126.24,5,20.9168341708543,16,1,0,1,0,8,0.614604271356784
"3538",3656,"Chevrolet Spark 1.0 LT","Kolkata",2012,11000,"First",16.2,995,62.1,5,20.9168341708543,1.4,0,1,0,1,12,1.62640284757119
"3539",3657,"Hyundai i20 1.2 Spotz","Mumbai",2017,3900,"First",18.6,1197,81.83,5,20.9168341708543,6.45,0,1,0,1,7,2.06669059583632
"3540",3658,"Hyundai Xcent 1.1 CRDi Base","Hyderabad",2016,106092,"First",24.4,1120,71,5,20.9168341708543,4.4,1,0,0,1,8,2.06460427135678
"3541",3659,"Honda Jazz 1.2 V CVT i VTEC","Delhi",2015,27000,"First",19,1199,88.7,5,20.9168341708543,5.95,0,1,1,0,9,1.66298157453936
"3542",3660,"Honda Brio S MT","Ahmedabad",2013,11000,"First",19.4,1198,86.8,5,20.9168341708543,3.9,0,1,0,1,11,1.54698492462312
"3543",3661,"Mercedes-Benz E-Class E250 CDI Avantgrade","Coimbatore",2016,39753,"First",13,2143,201.1,5,20.9168341708543,35.28,1,0,1,0,8,-1.79539572864322
"3544",3662,"Tata Hexa XT","Pune",2017,39800,"First",17.6,2179,153.86,7,20.87,14.25,1,0,0,1,7,0.945714285714286
"3545",3663,"Hyundai Xcent 1.1 CRDi Base","Pune",2017,73000,"First",24.4,1120,71,5,20.9168341708543,4.5,1,0,0,1,7,2.34526202440775
"3546",3664,"Ford Ecosport 1.5 DV5 MT Titanium Optional","Pune",2015,55000,"First",22.7,1498,89.84,5,20.9168341708543,7.5,1,0,0,1,9,1.49075935231714
"3547",3665,"Tata Nano XTA","Coimbatore",2017,18351,"First",21.9,624,37.48,4,20.9168341708543,3.41,0,1,1,0,7,2.50097631012204
"3548",3666,"Honda Brio VX","Pune",2013,45000,"Second",19.4,1198,86.8,5,20.9168341708543,3.25,0,1,0,1,11,1.60607583371402
"3549",3667,"Maruti Ertiga SHVS ZDI Plus","Hyderabad",2016,112200,"First",24.52,1248,88.5,7,20.9168341708543,8.3,1,0,0,1,8,1.57710427135678
"3550",3668,"Hyundai i10 Sportz 1.2","Bangalore",2010,29000,"First",20.36,1197,78.9,5,20.9168341708543,3.45,0,1,0,1,14,1.24763101220388
"3551",3670,"Mahindra XUV500 W10 2WD","Mumbai",2015,53392,"First",16,2179,140,7,20.9168341708543,11.95,1,0,0,1,9,0.996314907872697
"3552",3671,"Volkswagen Vento Diesel Highline","Hyderabad",2010,71000,"First",20.54,1598,103.6,5,20.9168341708543,4.25,1,0,0,1,14,1.19048815506102
"3553",3672,"Tata Safari Storme 2012-2015 VX","Hyderabad",2014,93000,"First",14,2179,138.1,7,20.9168341708543,8.25,1,0,0,1,10,1.26668341708543
"3554",3673,"Honda Accord 2.4 Elegance M/T","Hyderabad",2010,119000,"First",10.2,2354,180,5,20.9168341708543,5.95,0,1,0,1,14,1.06905958363245
"3555",3674,"Maruti Eeco 7 Seater Standard","Coimbatore",2016,42225,"First",15.1,1196,73,7,4.98,4.3,0,1,0,1,8,0.0850000000000001
"3556",3675,"Maruti Swift VDI","Ahmedabad",2012,65000,"First",22.9,1248,74,5,20.9168341708543,3.9,1,0,0,1,12,1.41806951423786
"3557",3676,"Maruti Baleno Zeta Automatic","Pune",2016,27809,"First",21.4,1197,83.1,5,20.9168341708543,6.41,0,1,1,0,8,1.81335427135678
"3558",3677,"Mahindra XUV500 W8 2WD","Coimbatore",2015,65100,"First",15.1,2179,140,7,20.9168341708543,8.36,1,0,0,1,9,1.39520379676159
"3559",3678,"Hyundai Xcent 1.2 Kappa S","Chennai",2014,51000,"First",19.1,1197,82,5,20.9168341708543,3.85,0,1,0,1,10,1.70668341708543
"3560",3679,"Mercedes-Benz New C-Class C 220 CDI Style","Hyderabad",2017,10000,"First",19.27,2143,167.62,5,20.9168341708543,36,1,0,1,0,7,-2.15473797559225
"3561",3680,"Skoda Superb 1.8 TSI MT","Kolkata",2011,54895,"First",13.14,1798,160,5,20.9168341708543,7.5,0,1,0,1,13,1.03206416698879
"3562",3681,"Volkswagen CrossPolo 1.5 TDI","Hyderabad",2015,80768,"First",20.14,1498,88.73,5,20.9168341708543,5.7,1,0,0,1,9,1.69075935231714
"3563",3682,"Maruti Ignis 1.2 Delta","Kochi",2019,12076,"First",20.89,1197,81.8,5,5.9,5.5,0,1,0,1,5,0.0800000000000001
"3564",3683,"Maruti Swift VDI BSIV","Chennai",2016,49000,"First",25.2,1248,74,5,20.9168341708543,5.9,1,0,0,1,8,1.87710427135678
"3565",3684,"Honda City i VTEC VX Option","Mumbai",2015,42366,"First",17.8,1497,117.3,5,20.9168341708543,7.75,0,1,0,1,9,1.46298157453936
"3566",3685,"BMW 5 Series 530d Highline Sedan","Ahmedabad",2010,68000,"First",11.5,2993,235,5,20.9168341708543,18,1,0,1,0,14,0.208345297918162
"3567",3686,"Skoda Laura Ambiente","Hyderabad",2008,122397,"First",17.5,1896,106,5,20.9168341708543,4.4,1,0,0,1,16,1.03230213567839
"3568",3687,"Volkswagen Polo GT TSI","Coimbatore",2017,50534,"First",17.21,1197,103.5,5,11.66,8.27,0,1,1,0,7,0.484285714285714
"3569",3688,"Renault Duster 85PS Diesel RxL","Ahmedabad",2014,55300,"First",19.87,1461,83.8,5,20.9168341708543,4.75,1,0,0,1,10,1.61668341708543
"3570",3689,"Honda City 1.5 S AT","Hyderabad",2008,73095,"First",16.8,1497,118,5,20.9168341708543,3.8,0,1,1,0,16,1.06980213567839
"3571",3690,"Volkswagen Vento Diesel Highline","Ahmedabad",2011,51100,"First",20.54,1598,103.6,5,20.9168341708543,3.4,1,0,0,1,13,1.34744878237341
"3572",3691,"Hyundai Grand i10 Sportz","Pune",2016,13436,"Second",18.9,1197,82,5,20.9168341708543,4.7,0,1,0,1,8,2.02710427135678
"3573",3692,"Ford Fiesta 1.4 ZXi Duratec","Pune",2008,76000,"Second",16.6,1388,68,5,20.9168341708543,1.49,0,1,0,1,16,1.21417713567839
"3574",3693,"Hyundai Xcent 1.1 CRDi S","Mumbai",2016,63141,"Second",24.4,1120,71,5,20.9168341708543,4.5,1,0,0,1,8,2.05210427135678
"3575",3694,"Honda Amaze VX i-DTEC","Hyderabad",2014,74885,"First",25.8,1498,98.6,5,20.9168341708543,5.4,1,0,0,1,10,1.55168341708543
"3576",3695,"Honda City i VTEC CVT VX","Hyderabad",2016,14000,"First",18,1497,117.3,5,20.9168341708543,11.5,0,1,1,0,8,1.17710427135678
"3577",3696,"Renault Fluence 1.5","Pune",2012,56000,"Second",20.4,1461,108.5,5,20.9168341708543,3.5,1,0,0,1,12,1.45140284757119
"3578",3697,"BMW 5 Series 520d Luxury Line","Ahmedabad",2010,46000,"First",22.48,1995,190,5,63.71,16.5,1,0,1,0,14,3.37214285714286
"3579",3698,"Maruti SX4 ZXI MT BSIV","Mumbai",2012,51800,"First",15.5,1586,103.3,5,20.9168341708543,3.9,0,1,0,1,12,1.41806951423786
"3580",3699,"Honda City ZX CVT","Hyderabad",2007,81000,"First",16.4,1497,78,5,20.9168341708543,3.25,0,1,1,0,17,1.03922553946202
"3581",3700,"Volkswagen Ameo 1.2 MPI Comfortline","Kochi",2018,17370,"First",17,1198,73.75,5,20.9168341708543,5.84,0,1,0,1,6,2.51280569514238
"3582",3701,"Volkswagen Ameo 1.2 MPI Comfortline","Hyderabad",2016,18456,"First",17,1198,73.75,5,20.9168341708543,5.75,0,1,0,1,8,1.89585427135678
"3583",3702,"Audi A4 2.0 TDI Multitronic","Delhi",2010,59000,"First",16.55,1968,140,5,20.9168341708543,10,1,0,1,0,14,0.779773869346734
"3584",3703,"Maruti Wagon R VXI","Mumbai",2006,141537,"Second",18.9,998,67.1,5,20.9168341708543,1.05,0,1,0,1,18,1.1037130094919
"3585",3704,"Hyundai Verna SX CRDi AT","Delhi",2013,51000,"First",19.08,1582,126.32,5,20.9168341708543,5.64,1,0,1,0,11,1.3888031064413
"3586",3705,"Mercedes-Benz GLC 220d 4MATIC Style","Coimbatore",2019,29311,"First",17.9,2143,170,5,64.57,50.97,1,0,1,0,5,2.72
"3587",3706,"BMW 3 Series Luxury Line","Mumbai",2016,31000,"First",21.76,1995,190,5,60.88,29.95,1,0,1,0,8,3.86625
"3588",3707,"Honda Mobilio V Option i DTEC","Mumbai",2014,80000,"Second",24.2,1498,98.6,7,20.9168341708543,4.85,1,0,0,1,10,1.60668341708543
"3589",3708,"Hyundai Creta 1.6 CRDi AT SX Plus","Hyderabad",2016,33000,"First",17.01,1582,126.2,5,20.9168341708543,14.5,1,0,1,0,8,0.802104271356784
"3590",3709,"Honda City 1.5 S MT","Hyderabad",2011,71556,"First",17,1497,118,5,20.9168341708543,5.5,0,1,0,1,13,1.18591032083494
"3591",3710,"Ford Fiesta 1.4 TDCi EXI","Bangalore",2011,85000,"First",17.8,1399,68,5,20.9168341708543,3.2,1,0,0,1,13,1.36283339775802
